"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene"
"CHCHD6","0.000317169093301403","-0.0175229492145677","0.002","0.007","1","CHCHD6"
"KIAA0040","0.000317524872091195","0.085049409567314","0.016","0.005","1","KIAA0040"
"PIGH","0.000319974227320286","-0.0546787123043984","0.013","0.023","1","PIGH"
"NAT6","0.000320263297426706","-0.0214595321406548","0.004","0.01","1","NAT6"
"B4GALT1","0.000321208499426922","0.252801256448159","0.125","0.099","1","B4GALT1"
"PKM","0.000323137730272823","0.233906783950425","0.312","0.293","1","PKM"
"RASSF2","0.000325664629862164","0.196022622910021","0.089","0.066","1","RASSF2"
"DIS3L2","0.000326545376775507","-0.044347154620525","0.01","0.019","1","DIS3L2"
"BTBD10","0.000327486431009843","-0.0413209557106419","0.01","0.019","1","BTBD10"
"CD33","0.00032889415187763","0.207822582651234","0.12","0.094","1","CD33"
"SLC50A1","0.00032916115149446","-0.0473255663928877","0.032","0.048","1","SLC50A1"
"PDLIM1","0.000332177332961692","-0.0254982323950762","0.002","0.006","1","PDLIM1"
"NAV1","0.000333996159524187","-0.0335069131375986","0.005","0.011","1","NAV1"
"MIS18A","0.000335148996254961","-0.0242171896371007","0.004","0.009","1","MIS18A"
"NIPSNAP3A","0.000335842075519723","-0.0551138693643093","0.059","0.081","1","NIPSNAP3A"
"NINJ2","0.000337822878165358","-0.0577767280215433","0.038","0.056","1","NINJ2"
"SIRT5","0.000338445997368283","-0.0316873517081663","0.006","0.014","1","SIRT5"
"GIMAP7","0.000339257297718625","-0.0512929830299445","0.05","0.07","1","GIMAP7"
"AFF4","0.000339644658915721","-0.057557293717134","0.058","0.08","1","AFF4"
"CCDC174","0.000343547278319276","-0.028449475582139","0.028","0.044","1","CCDC174"
"SLC16A6","0.000344472913677135","0.105031614855618","0.022","0.009","1","SLC16A6"
"APOBR","0.000344532643822254","0.155570769278577","0.054","0.035","1","APOBR"
"PCNP","0.000345782249448141","-0.0206641931499727","0.11","0.141","1","PCNP"
"EMC3","0.000348979004213429","-0.0430313965261443","0.084","0.111","1","EMC3"
"CFDP1","0.000349002645967583","-0.0282493066807912","0.068","0.092","1","CFDP1"
"HMG20B","0.000356626766883782","-0.0335768215484381","0.044","0.063","1","HMG20B"
"TMED4","0.00035851070266367","-0.0521773953921478","0.069","0.093","1","TMED4"
"IDH3B","0.000358805494462038","-0.00557617497340757","0.076","0.102","1","IDH3B"
"TPM1","0.000360210569120205","-0.050053246969628","0.02","0.033","1","TPM1"
"OGDH","0.000362413562639092","-0.040714514690852","0.04","0.058","1","OGDH"
"PRPF31","0.000363137816538801","-0.0505506840936678","0.029","0.044","1","PRPF31"
"NDNL2","0.00036454902999085","-0.0593226425768162","0.02","0.033","1","NDNL2"
"OSM","0.000366882000459846","0.0873189820455969","0.021","0.009","1","OSM"
"EGLN1","0.000366910834664548","-0.038404225173766","0.019","0.031","1","EGLN1"
"MICAL3","0.000370059909341555","-0.0191180524421391","0.001","0.004","1","MICAL3"
"PROX1","0.000373525974027184","-0.0131743242048939","0.001","0.004","1","PROX1"
"FXYD1","0.000373525974027184","-0.0145907762382661","0.001","0.004","1","FXYD1"
"SIRT6","0.000374147267232455","-0.0539347297272333","0.017","0.028","1","SIRT6"
"FBXO4","0.000376399753398722","-0.0186405189199963","0.008","0.017","1","FBXO4"
"ATG5","0.000378905563621453","-0.0125175388487565","0.024","0.038","1","ATG5"
"IMPDH1","0.000382594294864987","-0.0449369906166949","0.064","0.087","1","IMPDH1"
"DENR","0.000383936483842026","-0.0440460358791827","0.053","0.074","1","DENR"
"TMEM5","0.000384495310900547","-0.0364216135025989","0.01","0.018","1","TMEM5"
"COPS4","0.000387645149582747","-0.0615409009817356","0.028","0.043","1","COPS4"
"FAM117A","0.000390538635241795","0.0649711792652038","0.013","0.004","1","FAM117A"
"PARN","0.00039537094843606","-0.0385304660898295","0.023","0.037","1","PARN"
"TDRD9","0.000395429165118434","0.0600348411189651","0.008","0.001","1","TDRD9"
"NRM","0.000396751728335162","0.106828122000501","0.024","0.011","1","NRM"
"CDC73","0.000399496341955388","-0.0473058275521127","0.027","0.042","1","CDC73"
"ALKBH6","0.000399893317895112","-0.0262772759849253","0.004","0.01","1","ALKBH6"
"NFKBID","0.00040026116472376","0.13970446055107","0.054","0.035","1","NFKBID"
"ANP32B","0.000400847403131058","0.0163165186494468","0.189","0.234","1","ANP32B"
"G3BP2","0.000401100448866837","-0.0349648398017323","0.056","0.077","1","G3BP2"
"TST","0.000402987876336221","0.0769892156515299","0.015","0.005","1","TST"
"EMC6","0.000403831448077669","-0.00745329969318198","0.094","0.123","1","EMC6"
"CIAPIN1","0.000405086777168474","-0.0324222198344529","0.017","0.028","1","CIAPIN1"
"CHURC1","0.000407587760702668","-0.0249801210547945","0.081","0.106","1","CHURC1"
"POLD3","0.000416601326817304","-0.0434615379159162","0.015","0.026","1","POLD3"
"ADAL","0.000424114669743952","-0.0340935746086199","0.006","0.012","1","ADAL"
"MICU2","0.000424228961436738","-0.0329546627133175","0.036","0.053","1","MICU2"
"PROSC","0.000424873486440561","-0.0401697978604901","0.034","0.051","1","PROSC"
"ACN9","0.000428349751330003","-0.0267230367731754","0.033","0.049","1","ACN9"
"RASSF4","0.00042906667841365","0.204796776158696","0.088","0.065","1","RASSF4"
"MAPRE2","0.000430316075168943","-0.0257755691475452","0.027","0.042","1","MAPRE2"
"TJP2","0.000433303997686068","-0.0376904060005977","0.013","0.024","1","TJP2"
"HEATR5B","0.000433959283941531","0.0725969339956095","0.014","0.004","1","HEATR5B"
"BTBD9","0.000434700317288357","-0.0278042198086699","0.006","0.012","1","BTBD9"
"RUVBL1","0.000436828777728338","-0.0358399023930533","0.013","0.023","1","RUVBL1"
"COPZ1","0.000439773569730724","-0.0447872077106936","0.081","0.106","1","COPZ1"
"SEZ6L","0.00044083614477717","-0.0219161713388532","0.003","0.009","1","SEZ6L"
"MCTP1","0.000446079083316771","-0.0549666834321558","0.046","0.064","1","MCTP1"
"IER3IP1","0.000447578642530193","-0.0289173655723077","0.09","0.118","1","IER3IP1"
"SLC2A8","0.000449610160303724","-0.0355110081442391","0.006","0.013","1","SLC2A8"
"PPP1R12A","0.000452506704523043","-0.0244982855685386","0.068","0.092","1","PPP1R12A"
"SURF6","0.000453075139259298","-0.0383088218029838","0.012","0.022","1","SURF6"
"TSPAN31","0.000456190705409652","-0.0387836601855848","0.012","0.021","1","TSPAN31"
"FBXW5","0.000456434619254253","-0.0691890040777762","0.059","0.08","1","FBXW5"
"ATF3","0.00045856627077709","0.118122118082271","0.044","0.027","1","ATF3"
"CYB5R4","0.000460820398774541","-0.0235089084425012","0.073","0.097","1","CYB5R4"
"PPP1R15B","0.000461066424977628","0.151300624972699","0.05","0.032","1","PPP1R15B"
"BLZF1","0.000461727146139201","-0.0344848545871332","0.006","0.014","1","BLZF1"
"EFCAB2","0.00046787802743138","0.179848203729695","0.107","0.082","1","EFCAB2"
"CREG1","0.000468256341453925","0.159125060602907","0.103","0.079","1","CREG1"
"DGAT2","0.000468892902562223","0.0747974279756933","0.01","0.002","1","DGAT2"
"FAM13B","0.000469554538345705","-0.0511872574495643","0.028","0.042","1","FAM13B"
"ZBTB4","0.000470015748118748","-0.0467873323986153","0.012","0.022","1","ZBTB4"
"ARHGAP1","0.000470566717261829","-0.0413342303578746","0.034","0.05","1","ARHGAP1"
"NME1","0.000473704887372955","-0.0475422652055055","0.053","0.073","1","NME1"
"ABCB8","0.000474610651042394","-0.0217850579002512","0.006","0.014","1","ABCB8"
"XBP1","0.000476524212000483","0.21607131406056","0.113","0.089","1","XBP1"
"PAGR1","0.000476714019275468","-0.0451215855590026","0.02","0.032","1","PAGR1"
"CUTA","0.00048441285581436","0.246828687578641","0.242","0.22","1","CUTA"
"CNTRL","0.000490619135551325","-0.0354178737958544","0.04","0.058","1","CNTRL"
"SSR3","0.000495996872490742","-0.00733709691524009","0.166","0.204","1","SSR3"
"OARD1","0.000499659009426767","-0.0696911249674482","0.036","0.053","1","OARD1"
"FBXL3","0.000500534451517896","-0.0528436697291256","0.019","0.031","1","FBXL3"
"STX8","0.000500837310751269","-0.0544276158602681","0.086","0.111","1","STX8"
"ATRX","0.000503227761303912","-0.0367096138090112","0.069","0.093","1","ATRX"
"PAFAH1B1","0.000506044176161505","-0.0480862905346642","0.046","0.065","1","PAFAH1B1"
"MYO9B","0.000507666216543861","-0.00976804067380455","0.129","0.163","1","MYO9B"
"PDE4D","0.000507711067411236","0.0735180012818686","0.011","0.003","1","PDE4D"
"SPTSSA","0.000511747354803057","-0.0288781771982862","0.087","0.113","1","SPTSSA"
"SAP30BP","0.000512542100639389","-0.0414146357869692","0.062","0.084","1","SAP30BP"
"SLPI","0.00051510956583121","-0.0148987547495214","0.001","0.003","1","SLPI"
"ARHGEF9","0.000516037811846856","-0.0442158590528602","0.006","0.013","1","ARHGEF9"
"GDF15","0.000518319596781096","-0.0133874993908435","0.001","0.003","1","GDF15"
"ITGA5","0.000519074442661609","0.0904917870054777","0.026","0.013","1","ITGA5"
"SLC11A1","0.000519861443790587","0.0110066843359898","0.171","0.211","1","SLC11A1"
"POLR2I","0.000520701076752013","-0.041808072136179","0.105","0.134","1","POLR2I"
"TXNL1","0.000523860734414331","-0.0291969053646457","0.064","0.086","1","TXNL1"
"ZFAND2B","0.000523963478517293","-0.0564508687055117","0.047","0.066","1","ZFAND2B"
"PEX2","0.000524375728048092","-0.0330637963009005","0.028","0.043","1","PEX2"
"ABHD17A","0.000529331007242397","-0.0162396095053196","0.03","0.045","1","ABHD17A"
"TANK","0.000533230391395931","-0.035742833275803","0.09","0.117","1","TANK"
"BCAS2","0.000533543954282386","-0.048546934318834","0.051","0.07","1","BCAS2"
"SLC51A","0.000534228784205782","-0.0528633834910491","0.008","0.016","1","SLC51A"
"HIBADH","0.000534359781522439","-0.0513339596686882","0.012","0.021","1","HIBADH"
"STX5","0.000538008113467522","-0.027401130912451","0.04","0.058","1","STX5"
"SERINC2","0.000538829629403763","0.0485452964251584","0.008","0.001","1","SERINC2"
"MRPS14","0.000540761556840671","-0.0341945002234644","0.051","0.07","1","MRPS14"
"RPL12","0.000543190493810133","-0.0466464187692872","0.918","0.974","1","RPL12"
"DHX29","0.000544321325621195","-0.0289098517828723","0.054","0.075","1","DHX29"
"NCF4","0.000556180760634106","0.228131102156353","0.111","0.088","1","NCF4"
"DNMT3A","0.000556255585768305","-0.0365963456764512","0.007","0.015","1","DNMT3A"
"TEX22","0.000556848219163947","-0.0253433406178127","0.003","0.009","1","TEX22"
"ARPC5L","0.000560263719764201","-0.0266934873027908","0.056","0.076","1","ARPC5L"
"ETF1","0.000561574875955001","-0.0160886819130963","0.055","0.076","1","ETF1"
"RTTN","0.000566862787533529","-0.0234476294978705","0.002","0.005","1","RTTN"
"CHST15","0.000567836844516463","-0.045291502759694","0.032","0.048","1","CHST15"
"SMIM7","0.0005678680750285","-0.035288504053993","0.075","0.099","1","SMIM7"
"LIN9","0.000573140396621472","-0.0093770182257294","0.002","0.005","1","LIN9"
"ACADM","0.000574160181953237","-0.0560303647788558","0.025","0.038","1","ACADM"
"XPO1","0.000577753037924646","-0.0313096652758975","0.04","0.058","1","XPO1"
"MAST2","0.000578153799861229","-0.0262659254465335","0.003","0.008","1","MAST2"
"IL16","0.000578348116387053","-0.0497842640341749","0.03","0.045","1","IL16"
"TCEAL3","0.000580545587161428","0.0802141950470392","0.017","0.007","1","TCEAL3"
"CRBN","0.000581067559728501","-0.015287793893828","0.07","0.094","1","CRBN"
"RWDD2B","0.000581199139460051","-0.0200271470051203","0.002","0.007","1","RWDD2B"
"ACTR2","0.000581596147087641","-0.00226291053733663","0.234","0.279","1","ACTR2"
"KCTD16","0.000582192037683935","-0.00900024810450758","0","0.002","1","KCTD16"
"ASIC3","0.000582451530096181","-0.0113914077786768","0","0.002","1","ASIC3"
"CACNA1C","0.000582970837994847","-0.00972913591469978","0","0.002","1","CACNA1C"
"GPA33","0.000583230653563088","-0.0108210915244253","0","0.002","1","GPA33"
"MRPL51","0.000583341673627696","-0.00248119788919088","0.141","0.176","1","MRPL51"
"NDUFA3","0.000584767464134458","0.00312719389410865","0.394","0.466","1","NDUFA3"
"BSDC1","0.000585571204126771","-0.0358245634362834","0.016","0.027","1","BSDC1"
"IL27RA","0.000585654750422679","0.112589984686578","0.03","0.016","1","IL27RA"
"ZBTB2","0.000585713170646898","-0.0301655435464059","0.009","0.018","1","ZBTB2"
"PSENEN","0.000586980082354825","-0.0108909854094191","0.166","0.204","1","PSENEN"
"PSMG3","0.000587399629620121","-0.0527724186052352","0.037","0.054","1","PSMG3"
"TIMM17A","0.00059015152314065","-0.0162041146902147","0.051","0.072","1","TIMM17A"
"SAFB2","0.000590367827595153","-0.0273985841964285","0.038","0.055","1","SAFB2"
"EHD1","0.000591590636011722","-0.024639758514324","0.025","0.038","1","EHD1"
"ZC3H12A","0.000595760602087444","0.0912032142134836","0.019","0.008","1","ZC3H12A"
"STAB1","0.00059581535222618","0.159705440560186","0.055","0.036","1","STAB1"
"C19orf53","0.000598005000152326","0.0218168129217695","0.28","0.339","1","C19orf53"
"ZNF431","0.000601466564381873","-0.0398767446963224","0.011","0.021","1","ZNF431"
"CYB561D1","0.000604396351306365","-0.0288060613730184","0.006","0.012","1","CYB561D1"
"EPHX1","0.000605732641322616","0.0558089512258106","0.014","0.004","1","EPHX1"
"CYP4V2","0.000607505015899274","-0.0422135956276797","0.006","0.013","1","CYP4V2"
"THAP4","0.000610862566292566","-0.0416831153198638","0.011","0.02","1","THAP4"
"CMIP","0.00061232710974235","0.172719046273114","0.074","0.054","1","CMIP"
"BCL2L13","0.00061278316527983","-0.0111391177699116","0.056","0.076","1","BCL2L13"
"TRPT1","0.000613691471986824","-0.0506281694208087","0.017","0.029","1","TRPT1"
"FTCDNL1","0.000614170591060615","-0.0455357959954786","0.008","0.015","1","FTCDNL1"
"PDCD6IP","0.000615063264563986","-0.0447699088678646","0.075","0.098","1","PDCD6IP"
"RELB","0.000616867182481193","0.15078799235724","0.048","0.031","1","RELB"
"ITCH","0.000617575347010176","-0.0448227270165315","0.035","0.051","1","ITCH"
"VAV1","0.000618825796292092","-0.0294648317839714","0.031","0.047","1","VAV1"
"SYF2","0.000620096584381238","-0.00111291965356886","0.267","0.318","1","SYF2"
"EMR3","0.000620374427083075","-0.031796042167787","0.019","0.031","1","EMR3"
"LMNA","0.000620488308006613","0.109542080530163","0.034","0.019","1","LMNA"
"LLPH","0.000630588110119025","-0.0330319200970201","0.081","0.106","1","LLPH"
"BPGM","0.000630727589826225","-0.0340758396321816","0.006","0.014","1","BPGM"
"EBI3","0.000635351608445808","-0.0101550087223172","0","0.003","1","EBI3"
"GABARAPL1","0.000635361041330884","0.200333089216696","0.113","0.089","1","GABARAPL1"
"PLXNA1","0.000636054504369541","-0.0135368417131659","0","0.003","1","PLXNA1"
"ADAMTS13","0.000636523503440349","-0.010211984701928","0","0.003","1","ADAMTS13"
"ANKRD24","0.000637697408846545","-0.00694325110910388","0","0.003","1","ANKRD24"
"KLF1","0.000637814908265096","-0.0120617173545079","0","0.003","1","KLF1"
"SNTB1","0.000638662983128209","0.0836297740038607","0.022","0.01","1","SNTB1"
"GRHL1","0.00063910875351676","-0.00701058276130839","0","0.003","1","GRHL1"
"ACP5","0.000641484679133152","-0.0341777107810904","0.034","0.05","1","ACP5"
"RAB6A","0.000643119711072389","-0.0209930813987323","0.044","0.063","1","RAB6A"
"RASD1","0.000644708002454482","-0.016041816325221","0.001","0.005","1","RASD1"
"UNC13D","0.000647031252840949","-0.0320065895726562","0.027","0.041","1","UNC13D"
"RPL30","0.000650285337861611","0.0577549368502477","0.89","0.934","1","RPL30"
"ARRDC4","0.000654288418717412","0.102660120209345","0.026","0.013","1","ARRDC4"
"HOXB7","0.000657308253147446","-0.0249098329060693","0.001","0.004","1","HOXB7"
"ANKLE1","0.000657865988893399","-0.0175567592099094","0.001","0.004","1","ANKLE1"
"EPB42","0.000658853428093941","-0.0385504511856191","0.009","0.017","1","EPB42"
"CHFR","0.000669488401285485","-0.0565608462064001","0.021","0.033","1","CHFR"
"SMARCB1","0.000675112250262351","-0.0449045093774139","0.039","0.055","1","SMARCB1"
"DERL2","0.000675507920260629","-0.0335632442664497","0.044","0.062","1","DERL2"
"SRSF10","0.00067823724526648","-0.0194440098579764","0.079","0.103","1","SRSF10"
"AKAP8L","0.000678557709489469","-0.0669368973162445","0.042","0.059","1","AKAP8L"
"IDH3A","0.000681738564222303","-0.0345752941419444","0.024","0.037","1","IDH3A"
"TBC1D32","0.000683409882270777","-0.0227792687957316","0.001","0.004","1","TBC1D32"
"NEFH","0.000685325928416232","-0.0174865651845666","0.001","0.004","1","NEFH"
"HNRNPU","0.000697544112227887","0.241651701305961","0.24","0.217","1","HNRNPU"
"EIF4E3","0.000698472264311935","0.169250190985001","0.056","0.037","1","EIF4E3"
"SYCE1L","0.000698569797607573","-0.0331774311429911","0.008","0.016","1","SYCE1L"
"FBXW4","0.000702785362084921","-0.0478930005753856","0.015","0.026","1","FBXW4"
"C1orf35","0.000707785387560644","-0.0439972910020399","0.031","0.046","1","C1orf35"
"LPCAT1","0.000710391501769751","-0.0126872621501962","0.025","0.038","1","LPCAT1"
"EIF2A","0.000711990884957545","-0.0466090233500093","0.074","0.097","1","EIF2A"
"KIAA1328","0.000713999925321389","-0.0281606091092049","0.006","0.012","1","KIAA1328"
"DIS3","0.00071873839796078","-0.0430071698952099","0.015","0.026","1","DIS3"
"RBM48","0.00072268063387419","-0.0350337604209894","0.008","0.016","1","RBM48"
"C19orf25","0.00072370889002984","-0.0421082792781163","0.025","0.038","1","C19orf25"
"ZNF710","0.00072498304484886","-0.0395528130787926","0.013","0.023","1","ZNF710"
"SIGLEC1","0.000725622546175912","0.0478510254405181","0.006","0","1","SIGLEC1"
"CCT4","0.000730145697185773","-0.0173281530050574","0.079","0.104","1","CCT4"
"WDR13","0.000730633133791474","-0.0375510168953312","0.036","0.053","1","WDR13"
"TTYH2","0.000732263039865873","-0.0315444459558093","0.017","0.028","1","TTYH2"
"FAM177A1","0.000732737650947462","-0.0205152519917899","0.057","0.078","1","FAM177A1"
"GPANK1","0.000738792860207449","-0.0295515137660547","0.025","0.038","1","GPANK1"
"ZFPL1","0.000745960711730345","-0.0185233988018105","0.028","0.042","1","ZFPL1"
"TDP2","0.000746001307690941","-0.0441423520675127","0.017","0.029","1","TDP2"
"HELZ","0.000747214408837574","0.175267399724027","0.064","0.045","1","HELZ"
"DTYMK","0.000753692337383412","-0.0293507304802238","0.021","0.034","1","DTYMK"
"DGCR6","0.000754837139538682","-0.0299602784010553","0.015","0.026","1","DGCR6"
"SLC3A2","0.000756437761680466","-0.00771948715119569","0.079","0.104","1","SLC3A2"
"SCARB1","0.000761447551692776","0.0583744441033073","0.008","0.001","1","SCARB1"
"TXNDC15","0.000765328495741591","0.162863459074539","0.183","0.218","1","TXNDC15"
"ADAM28","0.000768598246038642","0.0458384997168845","0.007","0.001","1","ADAM28"
"DNAJC11","0.000770453100043704","-0.0191948961573794","0.007","0.015","1","DNAJC11"
